opportunity_id,sales_agent,manager,regional_office,product,account,deal_stage,engage_date,propensity_to_close,days_in_stage,historical_stage_norm_days,stall_ratio,stalled,risk_score,deal_summary
6HG76L6U,Boris Faz,Rocco Neubert,East,GTX Pro,,Engaging,2017-02-21,0.6288306495808592,313.0,79.0,3.962025316455696,True,0.5879372929623149,"Boris Faz's GTX Pro opportunity has a 63% close propensity and has spent 313 days in Engaging, well beyond the 79-day historical norm; prioritize a next-step check before forecast review."
NOLCZMV6,Violet Mclelland,Cara Losch,East,GTX Pro,Goodsilron,Engaging,2017-02-21,0.6288306495808592,313.0,79.0,3.962025316455696,True,0.5879372929623149,"Violet Mclelland's GTX Pro opportunity has a 63% close propensity and has spent 313 days in Engaging, well beyond the 79-day historical norm; prioritize a next-step check before forecast review."
E887HZT1,Rosalina Dieter,Celia Rouche,West,MG Advanced,Cheers,Engaging,2017-02-12,0.6359419299241266,322.0,80.0,4.025,True,0.5866377455493177,"Rosalina Dieter's MG Advanced opportunity has a 64% close propensity and has spent 322 days in Engaging, well beyond the 80-day historical norm; prioritize a next-step check before forecast review."
MCE5DKD1,Markita Hansen,Celia Rouche,West,MG Special,Bioholding,Engaging,2017-01-10,0.6360293523867927,355.0,84.25,4.213649851632048,True,0.5865809209485847,"Markita Hansen's MG Special opportunity has a 64% close propensity and has spent 355 days in Engaging, well beyond the 84-day historical norm; prioritize a next-step check before forecast review."
B06D1F9M,Vicki Laflamme,Celia Rouche,West,GTX Pro,Faxquote,Engaging,2017-02-13,0.6257937448262042,321.0,82.0,3.9146341463414633,True,0.5857645536678453,"Vicki Laflamme's GTX Pro opportunity has a 63% close propensity and has spent 321 days in Engaging, well beyond the 82-day historical norm; prioritize a next-step check before forecast review."
BTT6YAVZ,Zane Levy,Summer Sewald,West,GTX Plus Basic,Green-Plus,Engaging,2017-01-01,0.637389139757474,364.0,89.0,4.089887640449438,True,0.5856970591576418,"Zane Levy's GTX Plus Basic opportunity has a 64% close propensity and has spent 364 days in Engaging, well beyond the 89-day historical norm; prioritize a next-step check before forecast review."
9A9E1KPG,Elease Gluck,Celia Rouche,West,GTX Basic,Genco Pura Olive Oil Company,Engaging,2017-02-08,0.6290837204504314,326.0,83.0,3.927710843373494,True,0.5847702805024003,"Elease Gluck's GTX Basic opportunity has a 63% close propensity and has spent 326 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
6VIK2VX8,Hayden Neloms,Celia Rouche,West,MG Special,Isdom,Engaging,2017-02-06,0.625904391945546,328.0,84.25,3.893175074183976,True,0.5838149642264929,"Hayden Neloms's MG Special opportunity has a 63% close propensity and has spent 328 days in Engaging, well beyond the 84-day historical norm; prioritize a next-step check before forecast review."
LMKNU8IZ,Markita Hansen,Celia Rouche,West,GTX Pro,,Engaging,2017-02-24,0.6117956618361302,310.0,82.0,3.7804878048780486,True,0.5831255027333446,"Markita Hansen's GTX Pro opportunity has a 61% close propensity and has spent 310 days in Engaging, well beyond the 82-day historical norm; prioritize a next-step check before forecast review."
JCPQZ2SN,Hayden Neloms,Celia Rouche,West,GTX Plus Basic,Cheers,Engaging,2017-02-04,0.6027885062259546,330.0,89.0,3.707865168539326,True,0.5826256732003205,"Hayden Neloms's GTX Plus Basic opportunity has a 60% close propensity and has spent 330 days in Engaging, well beyond the 89-day historical norm; prioritize a next-step check before forecast review."
9SLINQY5,Markita Hansen,Celia Rouche,West,MG Advanced,Newex,Engaging,2017-02-21,0.6306619926772421,313.0,80.0,3.9125,True,0.5824134547597927,"Markita Hansen's MG Advanced opportunity has a 63% close propensity and has spent 313 days in Engaging, well beyond the 80-day historical norm; prioritize a next-step check before forecast review."
PFFHM7HR,Markita Hansen,Celia Rouche,West,MG Advanced,Opentech,Engaging,2016-11-27,0.6432712524108518,399.0,80.0,4.9875,True,0.5818736859329463,"Markita Hansen's MG Advanced opportunity has a 64% close propensity and has spent 399 days in Engaging, well beyond the 80-day historical norm; prioritize a next-step check before forecast review."
HZIU2NOT,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-02-04,0.6338459537778743,330.0,84.0,3.9285714285714284,True,0.5817501300443817,"Kary Hendrixson's GTX Plus Pro opportunity has a 63% close propensity and has spent 330 days in Engaging, well beyond the 84-day historical norm; prioritize a next-step check before forecast review."
X3ZSQCH8,Kami Bicknell,Summer Sewald,West,GTX Basic,Scotfind,Engaging,2017-02-10,0.6305880313201435,324.0,83.0,3.9036144578313254,True,0.5816840447021476,"Kami Bicknell's GTX Basic opportunity has a 63% close propensity and has spent 324 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
W24IDMVV,Corliss Cosme,Cara Losch,East,GTX Plus Pro,,Engaging,2017-02-15,0.6290837204504314,319.0,82.0,3.8902439024390243,True,0.5814919231706343,"Corliss Cosme's GTX Plus Pro opportunity has a 63% close propensity and has spent 319 days in Engaging, well beyond the 82-day historical norm; prioritize a next-step check before forecast review."
OCGXWE8H,Vicki Laflamme,Celia Rouche,West,MG Special,,Engaging,2017-02-03,0.6366065744385698,331.0,84.25,3.9287833827893177,True,0.5799742726089949,"Vicki Laflamme's MG Special opportunity has a 64% close propensity and has spent 331 days in Engaging, well beyond the 84-day historical norm; prioritize a next-step check before forecast review."
84LN84VM,Vicki Laflamme,Celia Rouche,West,MG Advanced,,Engaging,2017-02-17,0.6420363639890082,317.0,80.0,3.9625,True,0.5793951134071447,"Vicki Laflamme's MG Advanced opportunity has a 64% close propensity and has spent 317 days in Engaging, well beyond the 80-day historical norm; prioritize a next-step check before forecast review."
KVR52YDI,Corliss Cosme,Cara Losch,East,GTX Pro,,Engaging,2017-03-01,0.6290837204504314,305.0,79.0,3.8607594936708862,True,0.5789120374034221,"Corliss Cosme's GTX Pro opportunity has a 63% close propensity and has spent 305 days in Engaging, well beyond the 79-day historical norm; prioritize a next-step check before forecast review."
8AJG1YLJ,Kary Hendrixson,Summer Sewald,West,GTX Basic,,Engaging,2017-02-11,0.6338459537778743,323.0,83.0,3.891566265060241,True,0.5785121782371527,"Kary Hendrixson's GTX Basic opportunity has a 63% close propensity and has spent 323 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
92G1TO7L,Kary Hendrixson,Summer Sewald,West,GTX Basic,,Engaging,2017-02-15,0.6290837204504314,319.0,83.0,3.8433734939759034,True,0.5773907624301111,"Kary Hendrixson's GTX Basic opportunity has a 63% close propensity and has spent 319 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
R2W96FGX,Zane Levy,Summer Sewald,West,GTX Basic,,Engaging,2017-02-15,0.6290837204504314,319.0,83.0,3.8433734939759034,True,0.5773907624301111,"Zane Levy's GTX Basic opportunity has a 63% close propensity and has spent 319 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
INBGKE14,Kary Hendrixson,Summer Sewald,West,GTX Pro,,Engaging,2017-02-16,0.6338459537778743,318.0,82.0,3.8780487804878048,True,0.5773293983370646,"Kary Hendrixson's GTX Pro opportunity has a 63% close propensity and has spent 318 days in Engaging, well beyond the 82-day historical norm; prioritize a next-step check before forecast review."
VXMFL425,James Ascencio,Summer Sewald,West,GTX Basic,Faxquote,Engaging,2017-02-12,0.63413344736772,322.0,83.0,3.8795180722891565,True,0.5772710905362831,"James Ascencio's GTX Basic opportunity has a 63% close propensity and has spent 322 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
RVH3UUKY,Vicki Laflamme,Celia Rouche,West,MG Advanced,,Engaging,2017-02-19,0.642321055643852,315.0,80.0,3.9375,True,0.5770225638314962,"Vicki Laflamme's MG Advanced opportunity has a 64% close propensity and has spent 315 days in Engaging, well beyond the 80-day historical norm; prioritize a next-step check before forecast review."
J6F10SFK,Markita Hansen,Celia Rouche,West,MG Advanced,,Engaging,2017-04-08,0.5625690967212758,267.0,80.0,3.3375,True,0.5763613371311707,"Markita Hansen's MG Advanced opportunity has a 56% close propensity and has spent 267 days in Engaging, well beyond the 80-day historical norm; prioritize a next-step check before forecast review."
Y7N97FW8,Vicki Laflamme,Celia Rouche,West,GTX Pro,,Engaging,2017-02-20,0.6288306495808592,314.0,82.0,3.8292682926829267,True,0.5763210533821976,"Vicki Laflamme's GTX Pro opportunity has a 63% close propensity and has spent 314 days in Engaging, well beyond the 82-day historical norm; prioritize a next-step check before forecast review."
VN8LKQN3,Boris Faz,Rocco Neubert,East,GTX Plus Basic,,Engaging,2017-02-02,0.6338459537778743,332.0,86.0,3.86046511627907,True,0.5757908277188003,"Boris Faz's GTX Plus Basic opportunity has a 63% close propensity and has spent 332 days in Engaging, well beyond the 86-day historical norm; prioritize a next-step check before forecast review."
SWJ9OOZU,Hayden Neloms,Celia Rouche,West,MG Advanced,Opentech,Engaging,2017-02-13,0.653050100926249,321.0,80.0,4.0125,True,0.5755174343979381,"Hayden Neloms's MG Advanced opportunity has a 65% close propensity and has spent 321 days in Engaging, well beyond the 80-day historical norm; prioritize a next-step check before forecast review."
5BXUKFPR,James Ascencio,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-02-11,0.6338459537778743,323.0,84.0,3.8452380952380953,True,0.574458463377715,"James Ascencio's GTX Plus Pro opportunity has a 63% close propensity and has spent 323 days in Engaging, well beyond the 84-day historical norm; prioritize a next-step check before forecast review."
QRQ8C6MQ,Cassey Cress,Rocco Neubert,East,GTX Pro,Globex Corporation,Engaging,2017-03-03,0.6338459537778743,303.0,79.0,3.8354430379746836,True,0.5736013958671664,"Cassey Cress's GTX Pro opportunity has a 63% close propensity and has spent 303 days in Engaging, well beyond the 79-day historical norm; prioritize a next-step check before forecast review."
JQA8H6M5,Kami Bicknell,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-02-15,0.6290837204504314,319.0,84.0,3.7976190476190474,True,0.5733872483738862,"Kami Bicknell's GTX Plus Pro opportunity has a 63% close propensity and has spent 319 days in Engaging, well beyond the 84-day historical norm; prioritize a next-step check before forecast review."
V3HVIJLL,Zane Levy,Summer Sewald,West,GTX Basic,,Engaging,2017-02-16,0.6338459537778743,318.0,83.0,3.8313253012048194,True,0.5732410938998034,"Zane Levy's GTX Basic opportunity has a 63% close propensity and has spent 318 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
4E5A84H1,Kami Bicknell,Summer Sewald,West,MG Advanced,,Engaging,2017-02-23,0.6420363639890082,311.0,80.0,3.8875,True,0.5728326134071446,"Kami Bicknell's MG Advanced opportunity has a 64% close propensity and has spent 311 days in Engaging, well beyond the 80-day historical norm; prioritize a next-step check before forecast review."
STT3X4NB,Violet Mclelland,Cara Losch,East,GTX Basic,Xx-holding,Engaging,2017-03-01,0.5909445475729794,305.0,87.0,3.5057471264367814,True,0.5726389176407818,"Violet Mclelland's GTX Basic opportunity has a 59% close propensity and has spent 305 days in Engaging, well beyond the 87-day historical norm; prioritize a next-step check before forecast review."
AF8NG5JC,Cassey Cress,Rocco Neubert,East,MG Special,Betatech,Engaging,2017-02-08,0.6359903358773872,326.0,85.0,3.835294117647059,True,0.572194516973816,"Cassey Cress's MG Special opportunity has a 64% close propensity and has spent 326 days in Engaging, well beyond the 85-day historical norm; prioritize a next-step check before forecast review."
S6645YWA,Kami Bicknell,Summer Sewald,West,GTX Basic,Y-corporation,Engaging,2017-02-07,0.6502876271376347,327.0,83.0,3.9397590361445785,True,0.572041958023188,"Kami Bicknell's GTX Basic opportunity has a 65% close propensity and has spent 327 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
JDXSS1HT,Markita Hansen,Celia Rouche,West,GTX Basic,Silis,Engaging,2017-03-08,0.60382127251041,298.0,83.0,3.5903614457831323,True,0.5716727993742576,"Markita Hansen's GTX Basic opportunity has a 60% close propensity and has spent 298 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
B4SIVH1O,Daniell Hammack,Rocco Neubert,East,GTX Basic,Fasehatice,Engaging,2017-02-22,0.6032750632930421,312.0,87.0,3.586206896551724,True,0.5716643123077985,"Daniell Hammack's GTX Basic opportunity has a 60% close propensity and has spent 312 days in Engaging, well beyond the 87-day historical norm; prioritize a next-step check before forecast review."
SVCKI631,Maureen Marcano,Summer Sewald,West,GTX Basic,,Engaging,2017-02-15,0.6384991254682997,319.0,83.0,3.8433734939759034,True,0.5712707491684967,"Maureen Marcano's GTX Basic opportunity has a 64% close propensity and has spent 319 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
Y3CYQGPH,Rosalina Dieter,Celia Rouche,West,GTX Basic,,Engaging,2017-02-22,0.6290837204504314,312.0,83.0,3.7590361445783134,True,0.570011244357822,"Rosalina Dieter's GTX Basic opportunity has a 63% close propensity and has spent 312 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
WJQ8VD51,Kami Bicknell,Summer Sewald,West,GTX Basic,Faxquote,Engaging,2017-02-19,0.63413344736772,315.0,83.0,3.7951807228915664,True,0.569891572463994,"Kami Bicknell's GTX Basic opportunity has a 63% close propensity and has spent 315 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
CG9VXPV1,Zane Levy,Summer Sewald,West,GTX Basic,,Engaging,2017-02-19,0.63413344736772,315.0,83.0,3.7951807228915664,True,0.569891572463994,"Zane Levy's GTX Basic opportunity has a 63% close propensity and has spent 315 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
FW2XJG9S,Markita Hansen,Celia Rouche,West,GTX Plus Basic,,Engaging,2017-02-15,0.6069244902002461,319.0,89.0,3.5842696629213484,True,0.569122676875458,"Markita Hansen's GTX Plus Basic opportunity has a 61% close propensity and has spent 319 days in Engaging, well beyond the 89-day historical norm; prioritize a next-step check before forecast review."
NR947OAB,Kami Bicknell,Summer Sewald,West,GTX Pro,,Engaging,2017-02-24,0.6338459537778743,310.0,82.0,3.7804878048780486,True,0.568792812971211,"Kami Bicknell's GTX Pro opportunity has a 63% close propensity and has spent 310 days in Engaging, well beyond the 82-day historical norm; prioritize a next-step check before forecast review."
IKU97NEU,Markita Hansen,Celia Rouche,West,MG Advanced,Funholding,Engaging,2017-04-10,0.5719372943264708,265.0,80.0,3.3125,True,0.5680845086877939,"Markita Hansen's MG Advanced opportunity has a 57% close propensity and has spent 265 days in Engaging, well beyond the 80-day historical norm; prioritize a next-step check before forecast review."
LXM6CTMS,Hayden Neloms,Celia Rouche,West,GTX Plus Basic,,Engaging,2017-02-12,0.6132185522498602,322.0,89.0,3.6179775280898876,True,0.5679809747454561,"Hayden Neloms's GTX Plus Basic opportunity has a 61% close propensity and has spent 322 days in Engaging, well beyond the 89-day historical norm; prioritize a next-step check before forecast review."
R5RSH4JV,Boris Faz,Rocco Neubert,East,GTX Plus Pro,,Engaging,2017-02-25,0.6338459537778743,309.0,82.0,3.768292682926829,True,0.5677257398004792,"Boris Faz's GTX Plus Pro opportunity has a 63% close propensity and has spent 309 days in Engaging, well beyond the 82-day historical norm; prioritize a next-step check before forecast review."
E4THD359,Wilburn Farren,Cara Losch,East,GTX Basic,,Engaging,2017-02-05,0.6359706629337943,329.0,87.0,3.781609195402299,True,0.5675098736907348,"Wilburn Farren's GTX Basic opportunity has a 64% close propensity and has spent 329 days in Engaging, well beyond the 87-day historical norm; prioritize a next-step check before forecast review."
CGJ7NRZH,Violet Mclelland,Cara Losch,East,MG Special,,Engaging,2017-02-12,0.6368931421833545,322.0,85.0,3.788235294117647,True,0.5674900458161136,"Violet Mclelland's MG Special opportunity has a 64% close propensity and has spent 322 days in Engaging, well beyond the 85-day historical norm; prioritize a next-step check before forecast review."
BHHDOY2E,Kary Hendrixson,Summer Sewald,West,MG Advanced,,Engaging,2017-04-07,0.5781313176913802,268.0,80.0,3.35,True,0.5673396435006028,"Kary Hendrixson's MG Advanced opportunity has a 58% close propensity and has spent 268 days in Engaging, well beyond the 80-day historical norm; prioritize a next-step check before forecast review."
UQQE9ILV,James Ascencio,Summer Sewald,West,GTX Pro,Iselectrics,Engaging,2017-01-13,0.6663465611848151,352.0,82.0,4.2926829268292686,True,0.5668747352298702,"James Ascencio's GTX Pro opportunity has a 67% close propensity and has spent 352 days in Engaging, well beyond the 82-day historical norm; prioritize a next-step check before forecast review."
XRDF1NAB,Zane Levy,Summer Sewald,West,GTX Pro,,Engaging,2017-03-01,0.6290837204504314,305.0,82.0,3.7195121951219514,True,0.5665528987803903,"Zane Levy's GTX Pro opportunity has a 63% close propensity and has spent 305 days in Engaging, well beyond the 82-day historical norm; prioritize a next-step check before forecast review."
DN6SG3US,Wilburn Farren,Cara Losch,East,GTX Plus Pro,,Engaging,2017-02-25,0.6356837836072848,309.0,82.0,3.768292682926829,True,0.5665311504113624,"Wilburn Farren's GTX Plus Pro opportunity has a 64% close propensity and has spent 309 days in Engaging, well beyond the 82-day historical norm; prioritize a next-step check before forecast review."
SCS5H8V1,Markita Hansen,Celia Rouche,West,GTK 500,Vehement Capital Partners,Engaging,2017-02-14,0.59706723777455,320.0,92.0,3.4782608695652173,True,0.5662541215334991,"Markita Hansen's GTK 500 opportunity has a 60% close propensity and has spent 320 days in Engaging, well beyond the 92-day historical norm; prioritize a next-step check before forecast review."
YM8DBAFV,Cassey Cress,Rocco Neubert,East,GTX Basic,Sumace,Engaging,2017-02-05,0.6380115350682732,329.0,87.0,3.781609195402299,True,0.5661833068033235,"Cassey Cress's GTX Basic opportunity has a 64% close propensity and has spent 329 days in Engaging, well beyond the 87-day historical norm; prioritize a next-step check before forecast review."
TH9RV79M,Maureen Marcano,Summer Sewald,West,MG Special,,Engaging,2017-02-06,0.6532846023098018,328.0,84.25,3.893175074183976,True,0.5660178274897267,"Maureen Marcano's MG Special opportunity has a 65% close propensity and has spent 328 days in Engaging, well beyond the 84-day historical norm; prioritize a next-step check before forecast review."
AMNKCM1H,Elease Gluck,Celia Rouche,West,MG Special,Betasoloin,Engaging,2017-02-17,0.6366065744385698,317.0,84.25,3.7626112759643915,True,0.5654342132618139,"Elease Gluck's MG Special opportunity has a 64% close propensity and has spent 317 days in Engaging, well beyond the 84-day historical norm; prioritize a next-step check before forecast review."
WUNMIJW9,Elease Gluck,Celia Rouche,West,MG Advanced,,Engaging,2017-03-02,0.6420363639890082,304.0,80.0,3.8,True,0.5651763634071446,"Elease Gluck's MG Advanced opportunity has a 64% close propensity and has spent 304 days in Engaging, well beyond the 80-day historical norm; prioritize a next-step check before forecast review."
JA5G7YBO,Markita Hansen,Celia Rouche,West,MG Special,Blackzim,Engaging,2017-03-05,0.6115543368944634,301.0,84.25,3.572700296735905,True,0.5651009569829905,"Markita Hansen's MG Special opportunity has a 61% close propensity and has spent 301 days in Engaging, well beyond the 84-day historical norm; prioritize a next-step check before forecast review."
V74O6XQT,Daniell Hammack,Rocco Neubert,East,GTX Pro,,Engaging,2017-03-14,0.6288306495808592,292.0,79.0,3.6962025316455698,True,0.5646777992914289,"Daniell Hammack's GTX Pro opportunity has a 63% close propensity and has spent 292 days in Engaging, well beyond the 79-day historical norm; prioritize a next-step check before forecast review."
4IT33RBO,Markita Hansen,Celia Rouche,West,GTX Basic,,Engaging,2017-03-13,0.6066657535048658,293.0,83.0,3.5301204819277108,True,0.564552802390512,"Markita Hansen's GTX Basic opportunity has a 61% close propensity and has spent 293 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
ZHY9C8OO,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-02-02,0.6338459537778743,332.0,89.0,3.730337078651685,True,0.5644046244264042,"Kami Bicknell's GTX Plus Basic opportunity has a 63% close propensity and has spent 332 days in Engaging, well beyond the 89-day historical norm; prioritize a next-step check before forecast review."
H2MC2E7K,Vicki Laflamme,Celia Rouche,West,GTX Plus Basic,Condax,Engaging,2017-02-02,0.6338459537778743,332.0,89.0,3.730337078651685,True,0.5644046244264042,"Vicki Laflamme's GTX Plus Basic opportunity has a 63% close propensity and has spent 332 days in Engaging, well beyond the 89-day historical norm; prioritize a next-step check before forecast review."
OZ761BUJ,Violet Mclelland,Cara Losch,East,GTX Basic,,Engaging,2017-02-13,0.6288306495808592,321.0,87.0,3.689655172413793,True,0.5641049053586484,"Violet Mclelland's GTX Basic opportunity has a 63% close propensity and has spent 321 days in Engaging, well beyond the 87-day historical norm; prioritize a next-step check before forecast review."
P9PFSLS6,Maureen Marcano,Summer Sewald,West,MG Special,,Engaging,2017-02-05,0.6584278044115809,329.0,84.25,3.9050445103857565,True,0.5637133217912261,"Maureen Marcano's MG Special opportunity has a 66% close propensity and has spent 329 days in Engaging, well beyond the 84-day historical norm; prioritize a next-step check before forecast review."
3PVNGGBX,Markita Hansen,Celia Rouche,West,GTX Basic,The New York Inquirer,Engaging,2017-03-14,0.6066657535048658,292.0,83.0,3.5180722891566263,True,0.563498585523042,"Markita Hansen's GTX Basic opportunity has a 61% close propensity and has spent 292 days in Engaging, well beyond the 83-day historical norm; prioritize a next-step check before forecast review."
456BP2X7,Zane Levy,Summer Sewald,West,MG Advanced,,Engaging,2017-04-10,0.5806923048614174,265.0,80.0,3.3125,True,0.5623937518400786,"Zane Levy's MG Advanced opportunity has a 58% close propensity and has spent 265 days in Engaging, well beyond the 80-day historical norm; prioritize a next-step check before forecast review."
1WHXI2RW,Markita Hansen,Celia Rouche,West,GTX Plus Basic,,Engaging,2017-02-19,0.6120898730663297,315.0,89.0,3.539325842696629,True,0.5618325937428408,"Markita Hansen's GTX Plus Basic opportunity has a 61% close propensity and has spent 315 days in Engaging, well beyond the 89-day historical norm; prioritize a next-step check before forecast review."
WFCEPHD3,Markita Hansen,Celia Rouche,West,GTX Pro,,Engaging,2017-03-16,0.6117956618361302,290.0,82.0,3.5365853658536586,True,0.5617840393187106,"Markita Hansen's GTX Pro opportunity has a 61% close propensity and has spent 290 days in Engaging, well beyond the 82-day historical norm; prioritize a next-step check before forecast review."
TF19VML9,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-02-08,0.6290837204504314,326.0,89.0,3.662921348314607,True,0.5616011996847476,"Kami Bicknell's GTX Plus Basic opportunity has a 63% close propensity and has spent 326 days in Engaging, well beyond the 89-day historical norm; prioritize a next-step check before forecast review."
MU7JWTP6,Cassey Cress,Rocco Neubert,East,MG Special,,Engaging,2017-02-18,0.6366065744385698,316.0,85.0,3.7176470588235295,True,0.5614998442619884,"Cassey Cress's MG Special opportunity has a 64% close propensity and has spent 316 days in Engaging, well beyond the 85-day historical norm; prioritize a next-step check before forecast review."
ZG8WPG99,Kary Hendrixson,Summer Sewald,West,GTX Pro,,Engaging,2017-03-03,0.6338459537778743,303.0,82.0,3.6951219512195124,True,0.5613233007760889,"Kary Hendrixson's GTX Pro opportunity has a 63% close propensity and has spent 303 days in Engaging, well beyond the 82-day historical norm; prioritize a next-step check before forecast review."
ESZY10SI,Hayden Neloms,Celia Rouche,West,MG Advanced,,Engaging,2017-02-22,0.6620698108586529,312.0,80.0,3.9,True,0.5609046229418756,"Hayden Neloms's MG Advanced opportunity has a 66% close propensity and has spent 312 days in Engaging, well beyond the 80-day historical norm; prioritize a next-step check before forecast review."
U5K2MZB6,Zane Levy,Summer Sewald,West,MG Advanced,,Engaging,2017-04-13,0.5781313176913802,262.0,80.0,3.275,True,0.5607771435006029,"Zane Levy's MG Advanced opportunity has a 58% close propensity and has spent 262 days in Engaging, well beyond the 80-day historical norm; prioritize a next-step check before forecast review."
